Timestamp,Message,Message Type,Response,Response Type,Response Group,Response Accuracy,Accuracy Diagnosis,Fixed or Improved,Negative Sentiment,Notes
3/6/19 8:1PM,Movies,Freeform,"Need something to do? We’ve curated a must-see list of films by and for NYU students. Support some of our talented alumni and watch one of them today!
Blood Simple (1984)
Alum: Joel Coen
Do The Right Thing (1989)
Alum: Spike Lee
Goodfellas (1990)
Alum: Martin Scorsese
The Devil Wears Prada (2006)
Alum: Anne Hathaway
The Before Trilogy (1995-2013)
Alum: Julie Delphy and Ethan Hawke
Only Lovers Left Alive (2013)
Alum: Jim Jarmusch
Carol (2015)
Alum: Rooney Mara
Other People (2016)
Alum: Molly Shannon
Zootopia (2016)
Alum: Katie Lowes
Alien: Covenant (2017)
Alum: Katherine Waterston and Billy Crudup",Films,Miscellaneous,Full,,FALSE,FALSE,
3/6/19 10:11PM,"If I paid tuition for the spring semester, do I still have to pay tuition for summer semester to enroll in summer classes ?",Freeform,Take advantage of all NYU has to offer by choosing up to two courses during each of the six-week sessions. You'll have the flexibility to create your own schedule and select courses from any of nine colleges. For a full list of courses,Summer Courses,Special Sessions,Partial,No answer,FALSE,FALSE,Complex syntax
3/6/19 10:12PM,Paying for Summer,Button,"If you are registered for classes, you are responsible for all costs (tuition and fees) associated with your courses",Summer Paying,Special Sessions,Full,,FALSE,FALSE,
3/6/19 11:20PM,What is the grand hall,Freeform,"
Explore Palladium Hall
youtu.be
Watch now!
What would you like to know about Palladium?",Palladium Menu,Housing,None,No content,FALSE,FALSE,A bit specific
3/6/19 11:20PM,Grand hall,Freeform,"Thinking about living on campus next year? The Halls event showcases each of the Residence Halls available for on-campus living.
More Info",?HA Events,Housing,None,No content,FALSE,FALSE,A bit specific
3/6/19 11:26PM,CAS formal,Freeform,"The College offers the B.A. and the B.S. degrees in a wide range of programs in the humanities, science, social sciences, and foreign languages and literatures.",School CAS,Schools,None,No content,FALSE,FALSE,
3/6/19 11:35PM,I can't find Albert,Button,"The link for Albert is albert.nyu.edu. You can also go through NYU Global Home or by clicking the link
Here!",CR Welcome,Registrar,Full,,FALSE,FALSE,
3/7/19 1:38PM,Why isn't my NYU professor emailing me back,Freeform,"At the end of the day, I’m a bot. Let’s stick to NYU questions, please!",Small Talk,Small Talk,None,No answer,FALSE,FALSE,
3/7/19 1:38PM,I'm stressed,Freeform,"School can be stressful, but don't worry! There are dozens of ways to relax and give yourself a break.",?Stressed,Student Health Center,Full,,FALSE,FALSE,
3/7/19 1:39PM,🌇 NYU & NYC,Button,Want to know where the best places to nap or where to get something to eat at 3AM? I've got you covered!,Explore NYU & NYC Welcome,Miscellaneous,Full,,FALSE,FALSE,
3/7/19 1:39PM,🕹 Stuff to Do,Button,"I've got you covered for all your hobbies, music, film, and dining needs!",Stuff to do Menu,Miscellaneous,Full,,FALSE,FALSE,
3/7/19 1:39PM,🌯 Food,Button,"Looking for the best place to get a quick snack between classes, or wanna drown in the options of food markets?",Food Menu,Food & Drink,Full,,FALSE,FALSE,
3/7/19 1:39PM,🍳 Cheap Eats,Button,"For those on a budget (so, basically every NYU student), avoid double-digit bills with this list.",Cheap Eats,Food & Drink,Full,,FALSE,FALSE,
3/7/19 1:39PM,Res halls,Freeform,Do you want to explore Manhattan or Brooklyn Halls?,Residence Halls,Housing,Full,,FALSE,FALSE,
3/7/19 1:39PM,Manhattan Halls,Button,Which Manhattan Residence Hall would you like more information about?,Residence Halls Manhattan,Housing,Full,,FALSE,FALSE,
3/7/19 1:41PM,This one!,Button,"Explore Lipton Hall
www.youtube.com
Watch now!
What would you like to know about Lipton Hall?",Lipton Menu,Housing,Full,,FALSE,FALSE,
3/7/19 1:41PM,Pictures,Button,Here are some pictures of Lipton Hall:,Lipton Pictures,Housing,Full,,FALSE,FALSE,
3/7/19 2:47PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
3/7/19 8:12PM,What is going on at the bronfman center tonight?,Freeform,"Their address is
7 E 10th St. 
New York, NY 10003",BC Address,Global Spiritual Life,None,AI,FALSE,FALSE,
3/7/19 8:12PM,Upcoming Events,Button,For an up-to-date list of upcoming events,BC Events,Global Spiritual Life,Full,,FALSE,FALSE,
3/7/19 8:14PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
3/7/19 8:14PM,📝 Registrar,Button,"The Office of the Registrar is responsible for academic policies, the student information system, and student records from application to degree conferral.",Registrar Welcome,Registrar,Full,,FALSE,FALSE,
3/7/19 8:15PM,Registration,Button,"Preparing to Register
Step-by-step guide to prepare you for registration
www.nyu.edu
More Info",Registrar Registration,Registrar,Full,,FALSE,FALSE,
3/7/19 9:3PM,I'm so fucking stressed,Freeform,"School can be stressful, but don't worry! There are dozens of ways to relax and give yourself a break.",?Stressed,Student Health Center,Full,,FALSE,FALSE,
3/7/19 9:4PM,I'm so sad,Freeform,"Here are some great mental health resources around NYU:
Contact Wellness Exchange
At 212.443.9999
Call
Chat via iPhone App
Chat via Android",?Mental Health Resources,Student Health Center,Full,,FALSE,FALSE,
3/7/19 10:3PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
3/7/19 10:3PM,This one!,Button,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
3/7/19 10:3PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
3/7/19 11:32PM,Cost,Button,"
For the 2019-2020 Proposed Housing Rates*
*Subject to change
www.nyu.edu
Click Here!
Check back soon for the 2019-2020 housing rates!",?Housing Cost,Housing,Full,,FALSE,FALSE,
3/8/19 1:37AM,✍️ Admissions,Button,For questions about admissions:,Admissions Menu,Admissions,Full,,FALSE,FALSE,
3/8/19 1:37AM,Tandon,Freeform,[No Response],Fallback,Fallback,None,AI,TRUE,FALSE,AI had downtime overnight — we reached out to let the user know the issue got fixed in the morning
3/8/19 10:36AM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
3/8/19 10:54AM,Bus f,Freeform,"Route F is the 3rd Ave Express going to Coral, Founders, Gramercy Green, Palladium, & Third North.",Bus F,Public Safety,Full,,FALSE,FALSE,
3/8/19 10:54AM,Bus e,Freeform,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
3/8/19 11:33AM,tandon,Freeform,"The School of Engineering is one of the nation's most comprehensive institutions of engineering, applied science, and technology—and is the second oldest in the United States.
More About Tandon
engineering.nyu.edu
More Inf",School Tandon,Schools,Full,,FALSE,FALSE,
3/8/19 11:34AM,Stern,Button,"Students may specialize in accounting; economics; finance; information systems; international business; management; marketing; operations management; statistics; and actuarial science.
More About Stern
www.stern.nyu.edu
More Info",School Stern,Schools,Full,,FALSE,FALSE,
3/8/19 11:36AM,Bus live,Freeform,What bus route are you taking today?,Bus Welcome,Public Safety,Full,,FALSE,FALSE,
3/8/19 11:36AM,Route B,Button,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
3/8/19 11:36AM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
3/8/19 3:6PM,What's for dinner,Freeform,Yikes! I couldn't find that. Want me to connect you with one of my humans? ✏️,Fallback,Fallback,None,AI,TRUE,FALSE,
3/8/19 3:6PM,Dinner,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!",Dining Menus,Dining,Full,,FALSE,FALSE,
3/8/19 3:7PM,Snow day,Freeform,"Are you wondering if you'll soon be playing in the snow like this panda? Here are the best places to get updates about NYU closing due to snow:
Facebook
Twitter
More Info",?Snow Day,Weather,Full,,FALSE,FALSE,
3/8/19 5:43PM,My neck hurts,Freeform,"If you or another are in a life- or limb-threatening emergency, please call 911
Call now
If you are in a situation were you or another could be harmed, please contact:
Public Safety 
Wellness Exchange
Health Center
You can talk to counselor 24 hours a day through the Wellness Exchange App
iPhone
Android",Emergency,Emergency,Partial,AI,FALSE,TRUE,Direct to SHC?
3/8/19 5:45PM,Can u speak Chinese?,Freeform,I think I misunderstood. Would you like me to connect you with one of my humans? ✏️,Fallback,Fallback,None,No content,FALSE,FALSE,
3/8/19 5:56PM,Bus a,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
3/8/19 6:34PM,Bus b,Freeform,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
3/8/19 6:45PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
3/8/19 6:45PM,This one!,Button,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
3/8/19 7:12PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
3/8/19 8:21PM,bursar,Freeform,"Finances are a very important, and sometimes complicated, part of college life. I’m here to help you navigate them!",Finances Welcome,Finances,Full,,FALSE,FALSE,
3/8/19 8:21PM,📬 Contact,Button,"You can visit them at either StudentLink Center Location
📍Manhattan
📍Brooklyn
🕓 Hours
or reach them by email or phone
📨 Email
📞 Call",Finances Contact,Finances,Full,,FALSE,FALSE,
3/8/19 8:22PM,call,Freeform,"You can reach NYU Financial Aid at 212.998.4444
Call Financial Aid
You can reach the Bursar Office at 212.998.2806
Call Bursar",Finances Phone,Finances,Full,,FALSE,FALSE,"Likely accidental full accuracy, since the prompt had no context"
3/8/19 8:22PM,residential life and housing,Freeform,Do you want to explore Manhattan or Brooklyn Halls?,Residence Halls,Housing,Full,,FALSE,FALSE,
3/8/19 8:22PM,Manhattan Halls,Button,Which Manhattan Residence Hall would you like more information about?,Residence Halls Manhattan,Housing,Full,,FALSE,FALSE,
3/8/19 8:23PM,representative,Freeform,Are you looking for Student Government representatives or wanting to talk to one of my humans?,Representative Redirect,Redirects,Full,,FALSE,FALSE,
3/8/19 8:23PM,💁‍♀️ Human,Button,"My humans are all enjoying their weekend or asleep right now, but I can leave them a message and they'll get back to you as soon as possible!
Would you like to leave a message?",Live Chat,Human,Full,,FALSE,FALSE,
3/8/19 8:23PM,Yes!,Button,What would you like to let them know or ask them?,Live Chat,Human,Full,,FALSE,FALSE,
3/8/19 8:23PM,ask,Freeform,I've let them know! They'll be in touch as soon as they can,Live Chat,Human,None,Vague,FALSE,FALSE,Did not follow up; unclear message
3/9/19 3:20PM,places to study around campus,Freeform,"Ready to hit the books? Sometimes finding a place to sit is harder than finding the motivation in the first place...
NYU Elmer Holmes Bobst Library
Seems like the eighth floor is most popular for NYU students, so probs avoid it
www.google.de
Take me th",Study Spaces,Campus,Full,,FALSE,FALSE,
3/9/19 3:20PM,cafes aroundm e,Freeform,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,None,Typo,TRUE,FALSE,Typo may have caused accuracy mistake
3/9/19 3:58PM,is kimmel food open,Freeform,"The Kimmel Center (not the dining hall) hours are:

Monday to Friday:
8AM to 11PM
 
Saturday:
8AM to 11PM
 
Sunday:
12 to 10 PM",?Kimmel Center Hours,Campus,Partial,AI,FALSE,FALSE,
3/9/19 3:58PM,🍴 Dining Hours,Button,"The hours for Kimmel Marketplace are:

Monday through Thursday
10:30AM to 8PM

Friday
10:30AM to 3PM

Saturday and Sunday
Closed",Kimmel Dining Hours,Dining,Full,,FALSE,FALSE,
3/9/19 3:58PM,lipton dining hours,Freeform,"The hours for Lipton Dining Hall are: 

Monday through Friday
7:30AM to 3PM
4 to 9PM

Saturday and Sunday
11AM to 8PM",Lipton Dining Hours,Dining,Full,,FALSE,FALSE,
3/9/19 4:33PM,what time does palladium gym close today,Freeform,"
Palladium
Offers strength and aerobic areas, recreation rooms, gymnasium, and deep pool
Address
Schedule
Hours",Athletics Facilities,Athletics,Full,,FALSE,FALSE,
3/9/19 4:51PM,Palladium hours,Freeform,"The hours for Palladium Dining are:

Monday through Friday
4 to 10PM

Saturday
11AM to 3PM 
4 to 10PM

Sunday
11AM to 3PM
5 to 10PM",Palladium Dining Hours,Dining,Full,,FALSE,FALSE,
3/9/19 6:34PM,How many meals do I have left,Freeform,"To check balance for Campus Cash, Dining Dollars, and Meal Swipes:

go to NYU Global Home --> NYU Life --> ""Campus Cash and Meal Plan""
Or
Click here!",Meal Plan Check and Add to Balance,Dining,Full,,FALSE,FALSE,No technology to spit out the information so this block is the best next thing
3/9/19 8:0PM,💭 Feedback,Button,Thank you for taking the time to let me know how we're doing. I'm excited to hear your thoughts! What do you want to give me feedback on?,Feedback Welcome,Feedback,Full,,FALSE,FALSE,
3/9/19 8:0PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
3/9/19 8:0PM,🏡 Housing,Button,"NYU's diverse community and its place ""in and of"" NYC create a wealth of opportunities for students to learn, grow, and pursue their interests. NYU's Residential Life program can help students feel at home and build a fulfilling campus experience.
What would you like to know about NYU housing?",Housing Welcome,Housing,Full,,FALSE,FALSE,
3/9/19 8:0PM,Housing Application,Button,What question do you have about the housing application?,Housing Application,Housing,Full,,FALSE,FALSE,
3/9/19 8:0PM,Roommates,Button,"To foster new and exciting connections with people across the world, students are assigned first-year housing based on geographic diversity and a short roommate profile in a semi-randomized system.
Following first year, students can choose their roommates by creating groups on the housing application.",Roommates,Housing,Full,,FALSE,FALSE,
3/9/19 8:0PM,Deadlines,Button,Phase 1 of the Housing Application closes March 8 and Phase 2 closes April 12.,Housing Deadline,Housing,Full,,FALSE,FALSE,
3/9/19 9:15PM,I’m an alumni,Freeform,"Keep that #VioletPride going after graduation! Learn more about the benefits of being an NYU Alumni, connecting with the alumni network, and giving back to the NYU community",Alumni Welcome,Alumni,Full,,FALSE,FALSE,
3/9/19 9:16PM,Benefits,Button,"Here are just some of the perks the NYU Alumni Card provides
ZipCar
Get 50% of your ZipCar Membership
members.zipcar.com
More I",Alumni Benefits,Alumni,Full,,FALSE,FALSE,
3/9/19 9:16PM,Events,Button,"NYU Alumni events happen in New York City, across the US, and around the world!
More Info",Alumni Events,Alumni,Full,,FALSE,FALSE,
3/9/19 9:40PM,What does palladium look like?,Freeform,Here are some pictures of Palladium:,Palladium Pictures,Housing,Full,,FALSE,FALSE,
3/9/19 9:41PM,What does Gramercy Green look like,Freeform,"Explore Gramercy Green
www.youtube.com
Watch now!
What would you like to know about Gramercy Green (aka Gram)?",Gram Menu,Housing,Full,,FALSE,FALSE,
3/9/19 9:41PM,does gram have a dining hall?,Freeform,"Jasper Kane Café offers an assortment of fresh dining choices including Jumping Greens Salad Bar, Piazza Station, and Under the Hood Grill. There’s something for everyone!
What would you like to know about Jasper Kane Café?
",Jasper Kane Home,Dining,None,No content,FALSE,FALSE,
3/9/19 9:43PM,bus w,Freeform,"Route W offers weekend service combining Routes B, E, & G.",Bus W,Public Safety,Full,,FALSE,FALSE,
3/10/19 8:28AM,🌇 NYU & NYC,Button,Want to know where the best places to nap or where to get something to eat at 3AM? I've got you covered!,Explore NYU & NYC Welcome,Miscellaneous,Full,,FALSE,FALSE,
3/10/19 8:28AM,💜 NYU Traditions,Button,These events will make any NYU experience truly one to remember!,NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
3/10/19 8:29AM,Show more,Button,"
NYU Welcome Week
When: Week before Fall Classes
Over 500+ events for new undergraduate students
Grad Welcome (Start of Fall Semester)
When: Begins Week before Fall Classes
Special programming for graduate students
Fall Welcome
When: First 3-6 Weeks of Fall Semester
Open to all NYU Students
Spring Welcome
When: First 2-3 Weeks of Spring Semester
Welcoming students to the new semester
For how to get involved, check out their social media!
Facebook
Instagram",NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
